	AnimalID	Name	DateTime	OutcomeType	AnimalType	SexuponOutcome	AgeuponOutcome	Breed	Color	HasName	TimeofDay	WeekDay	Sex	IsIntact	AgeInYears	Age	IsMixBreed	MixorMultipleorSimple	SimpleBreed	Group	Size	IsMixColor	SimpleColor
12151	A718755	Athena	2016-01-08 18:58:00	Return_to_owner	Dog	Spayed Female	1 year	Queensland Heeler Mix	Black/Black	1	lateday	4	Female	0.0	1.0	0	1	Mix	Queensland Heeler	Herding	1	1	Black
12152	A666659	April	2013-11-10 16:42:00	Transfer	Dog	Intact Female	2 months	Labrador Retriever Mix	Black/White	1	lateday	6	Female	1.0	0.16666666666666666	0	1	Mix	Labrador Retriever	Sporting	1	1	Black
12153	A713310	Bagel	2015-10-11 17:14:00	Adoption	Dog	Spayed Female	5 years	Dachshund	Red	1	lateday	6	Female	0.0	5.0	1	0	Simple	Dachshund	Hound	0	0	Red
12154	A685181	Travis	2015-05-07 10:08:00	Return_to_owner	Dog	Neutered Male	12 years	Chihuahua Shorthair Mix	Tricolor	1	morning	3	Male	0.0	12.0	2	1	Mix	Chihuahua Shorthair	Toy	0	0	Tricolor
12155	A697298	Sweetie	2015-03-12 18:00:00	Transfer	Dog	Spayed Female	8 years	Pit Bull/Bull Terrier	White	1	lateday	3	Female	0.0	8.0	2	0	Multiple	Pit Bull	PitBull	1	0	White
12156	A695445	Nameless	2015-01-22 15:01:00	Adoption	Dog	Neutered Male	3 months	Labrador Retriever Mix	Black/White	0	midday	3	Male	0.0	0.25	0	1	Mix	Labrador Retriever	Sporting	1	1	Black
12157	A679213	Tucker	2015-09-18 11:46:00	Adoption	Dog	Neutered Male	3 years	Black Mouth Cur Mix	Tan	1	midday	4	Male	0.0	3.0	1	1	Mix	Black Mouth Cur	Herding	1	0	Tan
12158	A665812	Brittle	2013-11-01 18:51:00	Adoption	Dog	Spayed Female	8 months	Black Mouth Cur Mix	Brown/Black	1	lateday	4	Female	0.0	0.6666666666666666	0	1	Mix	Black Mouth Cur	Herding	1	1	Brown
12159	A674713	Honey	2014-04-17 13:47:00	Transfer	Dog	Spayed Female	1 year	Plott Hound Mix	Brown Brindle/White	1	midday	3	Female	0.0	1.0	0	1	Mix	Plott Hound	Hound	2	1	Brown Brindle
12160	A711882	Nameless	2015-09-17 18:28:00	Adoption	Dog	Spayed Female	5 months	Rat Terrier Mix	White/Black	0	lateday	3	Female	0.0	0.4166666666666667	0	1	Mix	Rat Terrier	Terrier	0	1	White
12161	A682113	Tootsie Roll	2014-07-03 18:38:00	Return_to_owner	Dog	Spayed Female	1 year	Blue Lacy Mix	Red/White	1	lateday	3	Female	0.0	1.0	0	1	Mix	Blue Lacy	Working	1	1	Red
12162	A696665	Flintstone	2015-10-11 13:55:00	Return_to_owner	Dog	Neutered Male	1 year	Flat Coat Retriever Mix	Black	1	midday	6	Male	0.0	1.0	0	1	Mix	Flat Coat Retriever	Sporting	1	0	Black
12163	A706833	Nameless	2015-07-08 15:13:00	Transfer	Dog	Intact Female	6 years	Miniature Schnauzer Mix	Gray/White	0	midday	2	Female	1.0	6.0	1	1	Mix	Miniature Schnauzer	Terrier	0	1	Gray
12164	A719030	Nameless	2016-01-16 16:46:00	Transfer	Dog	Neutered Male	6 months	Miniature Schnauzer/Miniature Poodle	Gray/Tan	0	lateday	5	Male	0.0	0.5	0	0	Multiple	Miniature Schnauzer	Terrier	0	1	Gray
12165	A688794	Sweetie	2014-10-05 18:22:00	Return_to_owner	Dog	Spayed Female	7 years	Labrador Retriever Mix	Black	1	lateday	6	Female	0.0	7.0	2	1	Mix	Labrador Retriever	Sporting	1	0	Black
12166	A466411	Bella	2015-12-21 16:23:00	Return_to_owner	Dog	Spayed Female	11 years	Parson Russell Terrier	White/Tricolor	1	lateday	0	Female	0.0	11.0	2	0	Simple	Parson Russell Terrier	Terrier	1	1	White
12167	A667599	Odin	2013-11-29 16:48:00	Return_to_owner	Dog	Neutered Male	1 year	German Shepherd Mix	Black/Tan	1	lateday	4	Male	0.0	1.0	0	1	Mix	German Shepherd	Herding	2	1	Black
12168	A664778	Brutus	2013-10-24 10:58:00	Euthanasia	Dog	Neutered Male	4 years	Pit Bull/Boxer	Brown/White	1	morning	3	Male	0.0	4.0	1	0	Multiple	Pit Bull	PitBull	1	1	Brown
12169	A686771	Charlie	2014-08-29 16:58:00	Transfer	Dog	Neutered Male	9 months	Labrador Retriever Mix	Buff	1	lateday	4	Male	0.0	0.75	0	1	Mix	Labrador Retriever	Sporting	1	0	Buff
12170	A694640	Nameless	2015-01-06 17:38:00	Adoption	Dog	Neutered Male	11 months	Labrador Retriever Mix	Black/White	0	lateday	1	Male	0.0	0.9166666666666666	0	1	Mix	Labrador Retriever	Sporting	1	1	Black
12171	A700240	Danka	2015-04-18 18:30:00	Transfer	Dog	Intact Female	10 years	Dachshund Mix	Red	1	lateday	5	Female	1.0	10.0	2	1	Mix	Dachshund	Hound	0	0	Red
12172	A704494	Nameless	2015-06-05 16:04:00	Transfer	Dog	Intact Male	1 month	Labrador Retriever/Plott Hound	Brown/White	0	lateday	4	Male	1.0	0.08333333333333333	0	0	Multiple	Labrador Retriever	Sporting	1	1	Brown
12173	A719632	Freckles	2016-01-25 17:49:00	Return_to_owner	Dog	Neutered Male	1 year	Dachshund Mix	White/Brown	1	lateday	0	Male	0.0	1.0	0	1	Mix	Dachshund	Hound	0	1	White
12174	A697491	Hailey	2015-03-22 13:53:00	Adoption	Dog	Spayed Female	1 year	Australian Cattle Dog Mix	Chocolate/White	1	midday	6	Female	0.0	1.0	0	1	Mix	Australian Cattle Dog	Herding	1	1	Chocolate
12175	A672422	Noah	2014-02-11 17:10:00	Return_to_owner	Dog	Neutered Male	1 year	Siberian Husky/Pit Bull	Tan/White	1	lateday	1	Male	0.0	1.0	0	0	Multiple	Siberian Husky	Working	1	1	Tan
12176	A712000	Nameless	2015-09-15 17:05:00	Transfer	Dog	Intact Female	4 weeks	Boston Terrier/Chihuahua Shorthair	White/Buff	0	lateday	1	Female	1.0	0.07692307692307693	0	0	Multiple	Boston Terrier	NonSporting	0	1	White
12177	A672394	Leo	2014-05-04 12:52:00	Adoption	Dog	Neutered Male	1 year	German Shepherd Mix	Black/Tan	1	midday	6	Male	0.0	1.0	0	1	Mix	German Shepherd	Herding	2	1	Black
12178	A661145	Zion	2014-02-02 17:42:00	Return_to_owner	Dog	Neutered Male	12 years	Labrador Retriever Mix	Black	1	lateday	6	Male	0.0	12.0	2	1	Mix	Labrador Retriever	Sporting	1	0	Black
12179	A689056	Chloe	2014-11-09 15:39:00	Adoption	Dog	Spayed Female	9 years	Jack Russell Terrier Mix	White/Brown	1	midday	6	Female	0.0	9.0	2	1	Mix	Jack Russell Terrier	Terrier	0	1	White
12180	A687787	Brownie	2014-09-10 16:02:00	Transfer	Dog	Intact Male	4 months	Dachshund	Chocolate/Tan	1	lateday	2	Male	1.0	0.3333333333333333	0	0	Simple	Dachshund	Hound	0	1	Chocolate
12181	A695571	Teddy	2015-01-22 17:59:00	Return_to_owner	Dog	Neutered Male	1 year	Yorkshire Terrier Mix	Black/Cream	1	lateday	3	Male	0.0	1.0	0	1	Mix	Yorkshire Terrier	Toy	0	1	Black
12182	A685852	Bella	2014-08-18 18:34:00	Adoption	Dog	Spayed Female	3 years	Chihuahua Shorthair Mix	Brown/White	1	lateday	0	Female	0.0	3.0	1	1	Mix	Chihuahua Shorthair	Toy	0	1	Brown
12183	A668824	Valentine	2013-12-20 17:05:00	Transfer	Dog	Neutered Male	8 years	Chihuahua Shorthair Mix	Black/Tan	1	lateday	4	Male	0.0	8.0	2	1	Mix	Chihuahua Shorthair	Toy	0	1	Black
12184	A719058	Ebony	2016-01-13 16:46:00	Return_to_owner	Dog	Spayed Female	2 years	Labrador Retriever Mix	Black	1	lateday	2	Female	0.0	2.0	1	1	Mix	Labrador Retriever	Sporting	1	0	Black
12185	A677019	Theo	2014-04-19 12:27:00	Return_to_owner	Dog	Neutered Male	1 year	Border Collie Mix	Black/White	1	midday	5	Male	0.0	1.0	0	1	Mix	Border Collie	Herding	1	1	Black
12186	A710206	Sheeba	2015-08-25 15:17:00	Transfer	Dog	Intact Female	5 years	Chihuahua Longhair/Cardigan Welsh Corgi	Black/Tan	1	midday	1	Female	1.0	5.0	1	0	Multiple	Chihuahua Longhair	Toy	0	1	Black
12187	A700711	Nameless	2015-04-27 17:37:00	Adoption	Dog	Neutered Male	10 months	Chihuahua Shorthair Mix	Brown	0	lateday	0	Male	0.0	0.8333333333333334	0	1	Mix	Chihuahua Shorthair	Toy	0	0	Brown
12188	A704909	Yuki	2015-06-20 11:26:00	Return_to_owner	Dog	Neutered Male	5 years	German Shepherd Mix	White	1	midday	5	Male	0.0	5.0	1	1	Mix	German Shepherd	Herding	2	0	White
12189	A678321	Kaiman	2014-11-19 09:12:00	Adoption	Dog	Neutered Male	6 years	German Shepherd/Chinese Sharpei	Blue Merle	1	morning	2	Male	0.0	6.0	1	0	Multiple	German Shepherd	Herding	2	0	Blue Merle
12190	A700339	Clifford	2015-04-19 17:52:00	Transfer	Dog	Neutered Male	4 years	Chihuahua Longhair Mix	Tricolor	1	lateday	6	Male	0.0	4.0	1	1	Mix	Chihuahua Longhair	Toy	0	0	Tricolor
12191	A702343	Kergy	2015-05-16 17:48:00	Adoption	Dog	Neutered Male	6 months	Cardigan Welsh Corgi Mix	White/Red	1	lateday	5	Male	0.0	0.5	0	1	Mix	Cardigan Welsh Corgi	Herding	1	1	White
12192	A630938	Diamond	2014-06-14 17:18:00	Return_to_owner	Dog	Spayed Female	10 years	Pit Bull Mix	Red/White	1	lateday	5	Female	0.0	10.0	2	1	Mix	Pit Bull	PitBull	1	1	Red
12193	A707139	Mick	2015-08-31 12:34:00	Transfer	Dog	Intact Male	2 months	Bull Terrier Mix	Tan/White	1	midday	0	Male	1.0	0.16666666666666666	0	1	Mix	Bull Terrier	Terrier	1	1	Tan
12194	A669280	Capitan	2013-12-19 19:01:00	Return_to_owner	Dog	Neutered Male	2 months	Black Mouth Cur Mix	Buff	1	lateday	3	Male	0.0	0.16666666666666666	0	1	Mix	Black Mouth Cur	Herding	1	0	Buff
12195	A668364	Patience	2013-12-28 12:50:00	Adoption	Dog	Spayed Female	2 years	Labrador Retriever Mix	Black	1	midday	5	Female	0.0	2.0	1	1	Mix	Labrador Retriever	Sporting	1	0	Black
12196	A677654	Jonsi	2014-04-28 17:11:00	Return_to_owner	Dog	Spayed Female	2 years	Labrador Retriever/German Shepherd	Chocolate/Tan	1	lateday	0	Female	0.0	2.0	1	0	Multiple	Labrador Retriever	Sporting	1	1	Chocolate
12197	A462580	Chico	2015-10-02 18:25:00	Return_to_owner	Dog	Neutered Male	11 years	Pit Bull	Brown Brindle/White	1	lateday	4	Male	0.0	11.0	2	0	Simple	Pit Bull	PitBull	1	1	Brown Brindle
12198	A677388	Slate	2014-05-15 12:49:00	Transfer	Dog	Neutered Male	1 year	Pit Bull Mix	Blue	1	midday	3	Male	0.0	1.0	0	1	Mix	Pit Bull	PitBull	1	0	Blue
12199	A717910	Sebastian	2015-12-24 11:55:00	Adoption	Dog	Neutered Male	2 months	Chesa Bay Retr Mix	Brown/Black	1	midday	3	Male	0.0	0.16666666666666666	0	1	Mix	Chesa Bay Retr	Sporting	2	1	Brown
12200	A709276	Chili	2015-08-13 17:06:00	Adoption	Dog	Neutered Male	2 years	Chihuahua Shorthair Mix	Tan	1	lateday	3	Male	0.0	2.0	1	1	Mix	Chihuahua Shorthair	Toy	0	0	Tan
12201	A635060	Henry	2015-08-05 17:24:00	Return_to_owner	Dog	Neutered Male	3 years	Dachshund Mix	Tricolor/Black	1	lateday	2	Male	0.0	3.0	1	1	Mix	Dachshund	Hound	0	1	Tricolor
12202	A678449	Nameless	2015-09-09 17:23:00	Adoption	Dog	Neutered Male	2 years	German Shepherd/Labrador Retriever	Black	0	lateday	2	Male	0.0	2.0	1	0	Multiple	German Shepherd	Herding	2	0	Black
12203	A672860	Miracle	2014-02-19 18:25:00	Return_to_owner	Dog	Spayed Female	2 years	Pit Bull Mix	White/Blue	1	lateday	2	Female	0.0	2.0	1	1	Mix	Pit Bull	PitBull	1	1	White
12204	A655523	Piru	2014-12-13 16:49:00	Return_to_owner	Dog	Spayed Female	3 years	Chihuahua Shorthair Mix	Chocolate/Tan	1	lateday	5	Female	0.0	3.0	1	1	Mix	Chihuahua Shorthair	Toy	0	1	Chocolate
12205	A506972	Ruby	2015-04-12 11:50:00	Return_to_owner	Dog	Spayed Female	7 years	Australian Kelpie Mix	Brown/White	1	midday	6	Female	0.0	7.0	2	1	Mix	Australian Kelpie	Working	1	1	Brown
12206	A688216	Nameless	2014-09-20 08:47:00	Transfer	Dog	Neutered Male	3 years	Pomeranian Mix	Red	0	morning	5	Male	0.0	3.0	1	1	Mix	Pomeranian	Toy	0	0	Red
12207	A704691	Rocco	2015-06-12 17:16:00	Adoption	Dog	Neutered Male	2 months	Labrador Retriever Mix	Blue/Tan	1	lateday	4	Male	0.0	0.16666666666666666	0	1	Mix	Labrador Retriever	Sporting	1	1	Blue
12208	A470702	Betty	2015-12-27 13:52:00	Return_to_owner	Dog	Spayed Female	17 years	Pit Bull Mix	Brown Brindle	1	midday	6	Female	0.0	17.0	2	1	Mix	Pit Bull	PitBull	1	0	Brown Brindle
12209	A704274	Hank	2015-09-09 12:57:00	Transfer	Dog	Neutered Male	1 year	American Pit Bull Terrier Mix	Brown Brindle	1	midday	2	Male	0.0	1.0	0	1	Mix	American Pit Bull Terrier	PitBull	1	0	Brown Brindle
12210	A706687	Winston	2015-07-11 13:37:00	Transfer	Dog	Neutered Male	1 year	Labrador Retriever Mix	Chocolate	1	midday	5	Male	0.0	1.0	0	1	Mix	Labrador Retriever	Sporting	1	0	Chocolate
12211	A688999	Butch	2015-02-12 15:51:00	Transfer	Dog	Neutered Male	1 year	Border Collie Mix	Chocolate/White	1	midday	3	Male	0.0	1.0	0	1	Mix	Border Collie	Herding	1	1	Chocolate
12212	A325999	Precious	2015-08-27 12:11:00	Euthanasia	Dog	Spayed Female	12 years	Pit Bull Mix	Brown/White	1	midday	3	Female	0.0	12.0	2	1	Mix	Pit Bull	PitBull	1	1	Brown
12213	A672552	Jade	2014-04-19 12:37:00	Adoption	Dog	Spayed Female	5 years	Labrador Retriever Mix	Black/White	1	midday	5	Female	0.0	5.0	1	1	Mix	Labrador Retriever	Sporting	1	1	Black
12214	A687033	Thor	2014-09-13 17:24:00	Return_to_owner	Dog	Intact Male	5 years	Alaskan Husky/Australian Shepherd	Gray/White	1	lateday	5	Male	1.0	5.0	1	0	Multiple	Alaskan Husky	Unknown	1	1	Gray
12215	A668716	Simba	2013-12-10 16:25:00	Return_to_owner	Dog	Neutered Male	8 months	Siberian Husky Mix	Red/White	1	lateday	1	Male	0.0	0.6666666666666666	0	1	Mix	Siberian Husky	Working	1	1	Red
12216	A704570	Marley	2015-06-11 15:59:00	Transfer	Dog	Intact Male	1 year	Dachshund Mix	Red/White	1	midday	3	Male	1.0	1.0	0	1	Mix	Dachshund	Hound	0	1	Red
12217	A679462	Neo	2014-05-30 14:52:00	Transfer	Dog	Intact Male	8 months	Lhasa Apso Mix	Cream/Tan	1	midday	4	Male	1.0	0.6666666666666666	0	1	Mix	Lhasa Apso	NonSporting	0	1	Cream
12218	A663957	Nameless	2013-10-02 17:47:00	Adoption	Dog	Neutered Male	11 months	Siberian Husky/German Shepherd	Buff	0	lateday	2	Male	0.0	0.9166666666666666	0	0	Multiple	Siberian Husky	Working	1	0	Buff
12219	A720505	Lina	2016-02-12 12:46:00	Return_to_owner	Dog	Spayed Female	2 years	Chow Chow/Pit Bull	Brown Brindle	1	midday	4	Female	0.0	2.0	1	0	Multiple	Chow Chow	NonSporting	1	0	Brown Brindle
12220	A692273	Molly	2014-12-29 11:43:00	Adoption	Dog	Spayed Female	4 years	Dachshund Mix	Red	1	midday	0	Female	0.0	4.0	1	1	Mix	Dachshund	Hound	0	0	Red
12221	A700177	Athena	2015-04-19 19:03:00	Adoption	Dog	Spayed Female	6 months	Labrador Retriever Mix	Tan/White	1	lateday	6	Female	0.0	0.5	0	1	Mix	Labrador Retriever	Sporting	1	1	Tan
12222	A669843	Harlan	2014-01-01 19:04:00	Adoption	Dog	Neutered Male	4 months	Bluetick Hound Mix	Blue Tick/Tan	1	lateday	2	Male	0.0	0.3333333333333333	0	1	Mix	Bluetick Hound	Hound	1	1	Blue Tick
12223	A667920	Blue Bell	2016-01-14 12:12:00	Return_to_owner	Dog	Spayed Female	6 years	American Staffordshire Terrier Mix	Blue/White	1	midday	3	Female	0.0	6.0	1	1	Mix	American Staffordshire Terrier	Terrier	1	1	Blue
12224	A683920	Nameless	2014-07-21 15:04:00	Euthanasia	Dog	Intact Female	2 years	Chihuahua Shorthair Mix	Black	0	midday	0	Female	1.0	2.0	1	1	Mix	Chihuahua Shorthair	Toy	0	0	Black
12225	A695705	Coda	2015-02-11 14:53:00	Transfer	Dog	Intact Female	4 years	Boxer	Brown/White	1	midday	2	Female	1.0	4.0	1	0	Simple	Boxer	Working	1	1	Brown
12226	A718574	Nameless	2016-01-07 16:49:00	Transfer	Dog	Spayed Female	2 years	Chihuahua Shorthair Mix	White/Chocolate	0	lateday	3	Female	0.0	2.0	1	1	Mix	Chihuahua Shorthair	Toy	0	1	White
12227	A666884	Ralph	2013-11-30 15:08:00	Adoption	Dog	Neutered Male	2 years	Chihuahua Shorthair Mix	Tan/White	1	midday	5	Male	0.0	2.0	1	1	Mix	Chihuahua Shorthair	Toy	0	1	Tan
12228	A673001	Lola	2014-02-19 11:23:00	Return_to_owner	Dog	Spayed Female	10 years	Beagle Mix	Tan/White	1	midday	2	Female	0.0	10.0	2	1	Mix	Beagle	Hound	0	1	Tan
12229	A692960	Nameless	2014-11-29 14:54:00	Transfer	Dog	Intact Female	2 months	Chihuahua Shorthair Mix	Cream/White	0	midday	5	Female	1.0	0.16666666666666666	0	1	Mix	Chihuahua Shorthair	Toy	0	1	Cream
12230	A717835	Minie	2016-01-10 15:02:00	Return_to_owner	Dog	Spayed Female	2 years	Chihuahua Shorthair Mix	Tricolor	1	midday	6	Female	0.0	2.0	1	1	Mix	Chihuahua Shorthair	Toy	0	0	Tricolor
12231	A699535	Crystal	2015-04-09 18:26:00	Adoption	Dog	Spayed Female	1 year	Whippet Mix	Brown Brindle	1	lateday	3	Female	0.0	1.0	0	1	Mix	Whippet	Hound	1	0	Brown Brindle
12232	A457858	Weda	2015-07-05 15:41:00	Return_to_owner	Dog	Spayed Female	9 years	Beagle Mix	Buff/Yellow	1	midday	6	Female	0.0	9.0	2	1	Mix	Beagle	Hound	0	1	Buff
12233	A651630	Heather	2013-12-31 15:13:00	Adoption	Dog	Spayed Female	6 years	Labrador Retriever/Chinese Sharpei	Tan	1	midday	1	Female	0.0	6.0	1	0	Multiple	Labrador Retriever	Sporting	1	0	Tan
12234	A698933	Chopper	2015-03-20 12:56:00	Return_to_owner	Dog	Neutered Male	7 years	Pit Bull Mix	White/Tan	1	midday	4	Male	0.0	7.0	2	1	Mix	Pit Bull	PitBull	1	1	White
12235	A704056	Delphine	2015-06-06 18:48:00	Adoption	Dog	Spayed Female	5 months	Pembroke Welsh Corgi/German Shepherd	Tricolor	1	lateday	5	Female	0.0	0.4166666666666667	0	0	Multiple	Pembroke Welsh Corgi	Herding	1	0	Tricolor
12236	A672818	Nameless	2014-02-23 17:44:00	Adoption	Dog	Spayed Female	10 months	Chihuahua Shorthair Mix	Brown	0	lateday	6	Female	0.0	0.8333333333333334	0	1	Mix	Chihuahua Shorthair	Toy	0	0	Brown
12237	A682516	Willow	2014-07-23 16:02:00	Transfer	Dog	Intact Female	1 year	Miniature Poodle Mix	Apricot	1	lateday	2	Female	1.0	1.0	0	1	Mix	Miniature Poodle	NonSporting	1	0	Apricot
12238	A684907	Sammie	2014-07-30 13:08:00	Euthanasia	Dog	Intact Male	12 years	Cocker Spaniel	Black	1	midday	2	Male	1.0	12.0	2	0	Simple	Cocker Spaniel	Sporting	1	0	Black
12239	A650539	Romeo	2014-04-06 14:01:00	Adoption	Dog	Neutered Male	1 year	Labrador Retriever/Australian Shepherd	White/Brown Brindle	1	midday	6	Male	0.0	1.0	0	0	Multiple	Labrador Retriever	Sporting	1	1	White
12240	A671116	Scooby	2014-01-21 14:03:00	Return_to_owner	Dog	Neutered Male	1 year	Pit Bull Mix	Tan/White	1	midday	1	Male	0.0	1.0	0	1	Mix	Pit Bull	PitBull	1	1	Tan
12241	A671483	Tito	2014-02-04 15:23:00	Adoption	Dog	Neutered Male	1 year	Dachshund/Rat Terrier	White/Chocolate	1	midday	1	Male	0.0	1.0	0	0	Multiple	Dachshund	Hound	0	1	White
12242	A686013	Nameless	2014-08-18 15:34:00	Transfer	Dog	Intact Male	2 months	Labrador Retriever/Pointer	White/Black	0	midday	0	Male	1.0	0.16666666666666666	0	0	Multiple	Labrador Retriever	Sporting	1	1	White
12243	A620379	Blackie	2015-01-29 13:02:00	Euthanasia	Dog	Neutered Male	3 years	Labrador Retriever/German Shepherd	Black/White	1	midday	3	Male	0.0	3.0	1	0	Multiple	Labrador Retriever	Sporting	1	1	Black
12244	A685923	Rooney	2014-10-04 12:36:00	Return_to_owner	Dog	Spayed Female	2 years	Pit Bull Mix	Brown/White	1	midday	5	Female	0.0	2.0	1	1	Mix	Pit Bull	PitBull	1	1	Brown
12245	A657905	Moca	2014-11-23 18:23:00	Adoption	Dog	Spayed Female	3 years	Rottweiler/Australian Cattle Dog	Brown/Black	1	lateday	6	Female	0.0	3.0	1	0	Multiple	Rottweiler	Working	1	1	Brown
12246	A718886	Shelton	2016-01-23 12:35:00	Adoption	Dog	Neutered Male	2 years	American Bulldog Mix	Blue/White	1	midday	5	Male	0.0	2.0	1	1	Mix	American Bulldog	NonSporting	1	1	Blue
12247	A703649	Kismit	2016-02-18 16:16:00	Adoption	Dog	Spayed Female	3 years	Pit Bull Mix	White/Brown	1	lateday	3	Female	0.0	3.0	1	1	Mix	Pit Bull	PitBull	1	1	White
12248	A669381	Nugget	2013-12-21 18:26:00	Return_to_owner	Dog	Neutered Male	3 years	Golden Retriever Mix	Gold	1	lateday	5	Male	0.0	3.0	1	1	Mix	Golden Retriever	Sporting	2	0	Gold
12249	A705335	Jager Run	2015-06-16 15:05:00	Return_to_owner	Dog	Spayed Female	10 years	German Shorthair Pointer Mix	White/Chocolate	1	midday	1	Female	0.0	10.0	2	1	Mix	German Shorthair Pointer	Working	2	1	White
12250	A696264	Chocolate	2015-02-08 17:26:00	Euthanasia	Dog	Neutered Male	2 years	Pit Bull Mix	Chocolate/White	1	lateday	6	Male	0.0	2.0	1	1	Mix	Pit Bull	PitBull	1	1	Chocolate
12251	A686016	Nameless	2014-08-18 15:35:00	Transfer	Dog	Intact Female	2 months	Labrador Retriever/Pointer	Black	0	midday	0	Female	1.0	0.16666666666666666	0	0	Multiple	Labrador Retriever	Sporting	1	0	Black
12252	A448750	Odie	2014-04-29 15:08:00	Euthanasia	Dog	Neutered Male	9 years	Pit Bull	Gold/White	1	midday	1	Male	0.0	9.0	2	0	Simple	Pit Bull	PitBull	1	1	Gold
12253	A716942	Molly	2015-11-30 18:15:00	Adoption	Dog	Spayed Female	2 years	Australian Shepherd Mix	Brown/White	1	lateday	0	Female	0.0	2.0	1	1	Mix	Australian Shepherd	Herding	1	1	Brown
12254	A698183	Eleanor	2015-03-12 16:13:00	Euthanasia	Dog	Intact Female	2 years	Pit Bull Mix	Brown Brindle	1	lateday	3	Female	1.0	2.0	1	1	Mix	Pit Bull	PitBull	1	0	Brown Brindle
12255	A669789	Hawkeye	2013-12-30 12:22:00	Return_to_owner	Dog	Neutered Male	2 years	Labrador Retriever Mix	Yellow	1	midday	0	Male	0.0	2.0	1	1	Mix	Labrador Retriever	Sporting	1	0	Yellow
12256	A704143	Puppy	2015-06-25 17:51:00	Euthanasia	Dog	Intact Male	2 years	Pit Bull/Boxer	Black/White	1	lateday	3	Male	1.0	2.0	1	0	Multiple	Pit Bull	PitBull	1	1	Black
12257	A678062	Trixie	2014-05-14 11:05:00	Return_to_owner	Dog	Spayed Female	2 years	Dachshund Mix	Black/Brown	1	midday	2	Female	0.0	2.0	1	1	Mix	Dachshund	Hound	0	1	Black
12258	A701917	Zena	2015-12-28 11:19:00	Return_to_owner	Dog	Spayed Female	2 years	Australian Shepherd Mix	Black/Tan	1	midday	0	Female	0.0	2.0	1	1	Mix	Australian Shepherd	Herding	1	1	Black
12259	A696795	Talia	2015-02-15 13:51:00	Euthanasia	Dog	Spayed Female	13 years	Chihuahua Shorthair Mix	Brown	1	midday	6	Female	0.0	13.0	2	1	Mix	Chihuahua Shorthair	Toy	0	0	Brown
12260	A676692	Skipper	2014-04-14 13:02:00	Transfer	Dog	Intact Male	4 months	Pit Bull Mix	Brown Brindle/White	1	midday	0	Male	1.0	0.3333333333333333	0	1	Mix	Pit Bull	PitBull	1	1	Brown Brindle
12261	A700109	Greyson	2015-04-14 16:37:00	Adoption	Dog	Neutered Male	1 year	Rat Terrier/Chihuahua Shorthair	Black/White	1	lateday	1	Male	0.0	1.0	0	0	Multiple	Rat Terrier	Terrier	0	1	Black
12262	A706603	Maggie	2015-07-28 13:06:00	Transfer	Dog	Intact Female	3 years	Australian Shepherd/Rottweiler	Brown	1	midday	1	Female	1.0	3.0	1	0	Multiple	Australian Shepherd	Herding	1	0	Brown
12263	A664819	Carl	2013-10-19 14:51:00	Adoption	Dog	Neutered Male	2 years	Staffordshire Mix	Blue/White	1	midday	5	Male	0.0	2.0	1	1	Mix	Staffordshire	Terrier	1	1	Blue
12264	A669895	Nameless	2014-01-02 17:19:00	Adoption	Dog	Spayed Female	2 months	Labrador Retriever Mix	Red	0	lateday	3	Female	0.0	0.16666666666666666	0	1	Mix	Labrador Retriever	Sporting	1	0	Red
12265	A689701	Charlie	2014-10-13 14:31:00	Transfer	Dog	Intact Male	2 years	Manchester Terrier/Beagle	Black/Tan	1	midday	0	Male	1.0	2.0	1	0	Multiple	Manchester Terrier	Toy	0	1	Black
12266	A694167	Zeus	2015-02-02 12:26:00	Euthanasia	Dog	Neutered Male	1 year	Catahoula Mix	White/Brown	1	midday	0	Male	0.0	1.0	0	1	Mix	Catahoula	Herding	1	1	White
12267	A669127	Chewy	2013-12-24 17:03:00	Adoption	Dog	Neutered Male	2 years	Chihuahua Shorthair Mix	Tan	1	lateday	1	Male	0.0	2.0	1	1	Mix	Chihuahua Shorthair	Toy	0	0	Tan
12268	A704209	Hansel	2015-06-14 15:38:00	Adoption	Dog	Neutered Male	1 year	Labrador Retriever	Black	1	midday	6	Male	0.0	1.0	0	0	Simple	Labrador Retriever	Sporting	1	0	Black
12269	A697825	Blueberry	2015-03-10 18:15:00	Return_to_owner	Dog	Neutered Male	9 months	Pit Bull Mix	Blue/White	1	lateday	1	Male	0.0	0.75	0	1	Mix	Pit Bull	PitBull	1	1	Blue
12270	A666910	Vienna	2013-11-11 11:10:00	Return_to_owner	Dog	Spayed Female	2 years	Dachshund Mix	White/Brown	1	midday	0	Female	0.0	2.0	1	1	Mix	Dachshund	Hound	0	1	White
12271	A710420	Juno	2015-08-28 17:09:00	Adoption	Dog	Spayed Female	3 months	German Shepherd Mix	Black/Brown	1	lateday	4	Female	0.0	0.25	0	1	Mix	German Shepherd	Herding	2	1	Black
12272	A701270	Jewel	2015-08-27 13:19:00	Adoption	Dog	Spayed Female	1 year	Pit Bull Mix	Blue/White	1	midday	3	Female	0.0	1.0	0	1	Mix	Pit Bull	PitBull	1	1	Blue
