"","OutcomeType","HasName","TimeofDay","WeekDay","Sex","IsIntact","AgeinYears","Age","IsMixBreed","MixorMultipleorSimple","Group","Size","IsMixColor"
"12442","Return_to_owner",1,"lateday","Wednesday","Male",0,4,1,1,"Mix","PitBull",1,1
"12443","Return_to_owner",1,"lateday","Monday","Female",0,5,1,1,"Mix","PitBull",1,1
"12444","Transfer",1,"midday","Monday","Female",0,2,1,1,"Mix","PitBull",1,1
"12445","Adoption",1,"lateday","Wednesday","Female",0,2,1,1,"Mix","PitBull",1,1
"12446","Return_to_owner",1,"midday","Friday","Female",0,1,0,1,"Mix","PitBull",1,0
"12447","Transfer",0,"midday","Friday","Female",1,0,0,1,"Mix","PitBull",1,1
"12448","Transfer",1,"midday","Friday","Male",0,5,1,1,"Mix","PitBull",1,1
"12449","Return_to_owner",1,"lateday","Thursday","Male",0,2,1,1,"Mix","PitBull",1,1
"12450","Adoption",1,"lateday","Saturday","Female",0,1,0,1,"Mix","PitBull",1,1
"12451","Adoption",1,"lateday","Friday","Male",0,1,0,1,"Mix","PitBull",1,1
"12452","Transfer",0,"lateday","Sunday","Female",1,0,0,1,"Mix","PitBull",1,1
"12453","Return_to_owner",1,"midday","Tuesday","Male",0,2,1,1,"Mix","PitBull",1,1
"12454","Return_to_owner",1,"midday","Wednesday","Male",0,2,1,1,"Mix","PitBull",1,1
"12455","Euthanasia",1,"lateday","Thursday","Male",0,2,1,1,"Mix","PitBull",1,1
"12456","Return_to_owner",1,"midday","Thursday","Male",0,4,1,1,"Mix","PitBull",1,1
"12457","Euthanasia",1,"midday","Sunday","Male",0,6,1,1,"Mix","PitBull",1,1
"12458","Transfer",1,"midday","Tuesday","Male",1,2,1,1,"Mix","PitBull",1,1
"12459","Return_to_owner",1,"lateday","Saturday","Male",0,1,0,1,"Mix","PitBull",1,1
"12460","Adoption",1,"lateday","Wednesday","Female",0,2,1,1,"Mix","PitBull",1,1
"12461","Return_to_owner",1,"midday","Monday","Female",0,1,0,1,"Mix","PitBull",1,1
"12462","Return_to_owner",1,"midday","Sunday","Male",0,3,1,0,"Simple","PitBull",1,0
"12463","Adoption",1,"midday","Sunday","Female",0,1,0,1,"Mix","PitBull",1,1
"12464","Adoption",1,"lateday","Saturday","Male",0,3,1,1,"Mix","PitBull",1,1
"12465","Transfer",1,"lateday","Tuesday","Male",0,1,0,1,"Mix","PitBull",1,1
"12466","Adoption",1,"morning","Tuesday","Female",0,1,0,1,"Mix","PitBull",1,1
"12467","Euthanasia",0,"midday","Monday","Female",1,4,1,1,"Mix","PitBull",1,0
"12468","Return_to_owner",1,"lateday","Tuesday","Male",0,3,1,1,"Mix","PitBull",1,0
"12469","Return_to_owner",1,"midday","Sunday","Male",1,1,0,1,"Mix","PitBull",1,1
"12470","Return_to_owner",1,"lateday","Tuesday","Male",0,3,1,1,"Mix","PitBull",1,1
"12471","Adoption",1,"midday","Thursday","Male",0,0,0,1,"Mix","PitBull",1,1
"12472","Adoption",1,"lateday","Wednesday","Male",0,0,0,1,"Mix","PitBull",1,1
"12473","Transfer",1,"midday","Saturday","Male",0,2,1,1,"Mix","PitBull",1,1
"12474","Return_to_owner",1,"lateday","Sunday","Female",0,4,1,1,"Mix","PitBull",1,1
"12475","Transfer",1,"morning","Friday","Male",1,0,0,1,"Mix","PitBull",1,1
"12476","Return_to_owner",1,"lateday","Monday","Male",0,6,1,1,"Mix","PitBull",1,1
"12477","Return_to_owner",1,"midday","Sunday","Male",0,5,1,1,"Mix","PitBull",1,0
"12478","Transfer",0,"lateday","Thursday","Male",1,1,0,1,"Mix","PitBull",1,1
"12479","Adoption",1,"midday","Wednesday","Female",0,1,0,1,"Mix","PitBull",1,1
"12480","Adoption",1,"midday","Thursday","Female",0,1,0,1,"Mix","PitBull",1,1
"12481","Adoption",1,"lateday","Sunday","Female",0,3,1,1,"Mix","PitBull",1,1
"12482","Euthanasia",1,"midday","Monday","Male",0,3,1,1,"Mix","PitBull",1,1
"12483","Adoption",1,"lateday","Sunday","Male",0,2,1,1,"Mix","PitBull",1,1
"12484","Adoption",1,"lateday","Monday","Male",0,2,1,1,"Mix","PitBull",1,1
"12485","Euthanasia",1,"lateday","Wednesday","Male",1,2,1,0,"Multiple","PitBull",1,1
"12486","Transfer",1,"midday","Thursday","Female",0,2,1,1,"Mix","PitBull",1,0
"12487","Return_to_owner",1,"midday","Sunday","Female",0,3,1,0,"Multiple","PitBull",1,1
"12488","Return_to_owner",1,"lateday","Thursday","Female",0,1,0,0,"Multiple","PitBull",1,1
"12489","Euthanasia",1,"morning","Saturday","Male",0,3,1,1,"Mix","PitBull",1,1
"12490","Adoption",1,"lateday","Sunday","Male",0,1,0,1,"Mix","PitBull",1,1
"12491","Transfer",0,"lateday","Sunday","Female",1,0,0,1,"Mix","PitBull",1,1
"12492","Return_to_owner",1,"lateday","Saturday","Male",0,3,1,0,"Simple","PitBull",1,1
"12493","Euthanasia",0,"lateday","Friday","Female",1,2,1,1,"Mix","PitBull",1,1
"12494","Transfer",1,"midday","Sunday","Female",0,7,2,1,"Mix","PitBull",1,0
"12495","Return_to_owner",1,"midday","Monday","Female",1,3,1,1,"Mix","PitBull",1,0
"12496","Adoption",1,"lateday","Saturday","Female",0,1,0,0,"Simple","PitBull",1,1
"12497","Return_to_owner",1,"midday","Monday","Female",0,4,1,1,"Mix","PitBull",1,1
"12498","Return_to_owner",1,"midday","Thursday","Female",0,2,1,1,"Mix","PitBull",1,1
"12499","Euthanasia",1,"midday","Sunday","Male",0,10,2,1,"Mix","PitBull",1,1
"12500","Return_to_owner",1,"midday","Friday","Male",1,1,0,1,"Mix","PitBull",1,1
"12501","Euthanasia",1,"midday","Saturday","Male",0,4,1,1,"Mix","PitBull",1,1
"12502","Transfer",1,"lateday","Friday","Male",0,4,1,0,"Simple","PitBull",1,1
"12503","Transfer",0,"midday","Sunday","Female",1,0,0,1,"Mix","PitBull",1,1
"12504","Transfer",1,"midday","Thursday","Male",0,3,1,1,"Mix","PitBull",1,1
"12505","Transfer",0,"midday","Thursday","Female",1,0,0,1,"Mix","PitBull",1,1
"12506","Transfer",1,"midday","Monday","Female",1,1,0,1,"Mix","PitBull",1,1
"12507","Transfer",1,"night","Friday","Male",0,1,0,1,"Mix","PitBull",1,1
"12508","Adoption",1,"lateday","Wednesday","Female",0,2,1,1,"Mix","PitBull",1,1
"12509","Return_to_owner",1,"midday","Sunday","Male",1,1,0,1,"Mix","PitBull",1,1
"12510","Return_to_owner",1,"lateday","Thursday","Male",1,2,1,1,"Mix","PitBull",1,1
"12511","Transfer",1,"midday","Wednesday","Female",0,2,1,1,"Mix","PitBull",1,1
"12512","Transfer",1,"midday","Thursday","Male",0,1,0,0,"Multiple","PitBull",1,1
"12513","Return_to_owner",1,"lateday","Monday","Male",0,2,1,1,"Mix","PitBull",1,1
"12514","Adoption",1,"midday","Monday","Female",0,1,0,1,"Mix","PitBull",1,1
"12515","Adoption",1,"morning","Tuesday","Female",0,2,1,1,"Mix","PitBull",1,1
"12516","Return_to_owner",1,"lateday","Friday","Female",0,2,1,1,"Mix","PitBull",1,1
"12517","Euthanasia",1,"lateday","Thursday","Female",1,5,1,1,"Mix","PitBull",1,1
"12518","Transfer",1,"midday","Friday","Female",1,0,0,1,"Mix","PitBull",1,1
"12519","Euthanasia",1,"midday","Monday","Male",1,1,0,1,"Mix","PitBull",1,0
"12520","Euthanasia",0,"lateday","Wednesday","Male",1,3,1,1,"Mix","PitBull",1,0
"12521","Transfer",1,"midday","Thursday","Male",1,2,1,1,"Mix","PitBull",1,1
"12522","Return_to_owner",1,"lateday","Saturday","Female",0,5,1,1,"Mix","PitBull",1,1
"12523","Adoption",1,"lateday","Friday","Female",0,2,1,1,"Mix","PitBull",1,1
"12524","Return_to_owner",1,"midday","Saturday","Male",0,7,2,1,"Mix","PitBull",1,1
"12525","Transfer",1,"midday","Monday","Male",0,1,0,1,"Mix","PitBull",1,1
"12526","Return_to_owner",1,"midday","Wednesday","Male",0,6,1,1,"Mix","PitBull",1,0
"12527","Return_to_owner",0,"midday","Saturday","Female",1,0,0,1,"Mix","PitBull",1,1
"12528","Transfer",0,"midday","Monday","Female",1,0,0,1,"Mix","PitBull",1,1
"12529","Return_to_owner",1,"lateday","Sunday","Male",0,1,0,1,"Mix","PitBull",1,0
"12530","Transfer",1,"midday","Sunday","Female",0,6,1,1,"Mix","PitBull",1,1
"12531","Euthanasia",1,"lateday","Tuesday","Female",1,3,1,1,"Mix","PitBull",1,1
"12532","Adoption",1,"lateday","Monday","Female",0,1,0,1,"Mix","PitBull",1,0
"12533","Euthanasia",1,"lateday","Monday","Male",1,1,0,1,"Mix","PitBull",1,1
"12534","Adoption",1,"lateday","Saturday","Female",0,1,0,1,"Mix","PitBull",1,1
"12535","Adoption",1,"lateday","Sunday","Male",0,2,1,1,"Mix","PitBull",1,1
"12536","Transfer",1,"midday","Tuesday","Male",0,1,0,1,"Mix","PitBull",1,1
"12537","Adoption",1,"morning","Wednesday","Female",0,2,1,1,"Mix","PitBull",1,1
"12538","Euthanasia",1,"midday","Tuesday","Male",1,2,1,1,"Mix","PitBull",1,1
"12539","Adoption",1,"midday","Sunday","Female",0,2,1,1,"Mix","PitBull",1,1
"12540","Transfer",0,"midday","Sunday","Female",0,0,0,1,"Mix","PitBull",1,1
"12541","Adoption",1,"midday","Friday","Female",0,2,1,1,"Mix","PitBull",1,1
"12542","Return_to_owner",1,"lateday","Monday","Female",0,1,0,1,"Mix","PitBull",1,0
"12543","Adoption",1,"lateday","Saturday","Male",0,1,0,1,"Mix","PitBull",1,1
"12544","Adoption",1,"midday","Friday","Male",0,3,1,1,"Mix","PitBull",1,1
"12545","Return_to_owner",1,"morning","Tuesday","Male",0,6,1,1,"Mix","PitBull",1,0
"12546","Return_to_owner",1,"lateday","Monday","Male",1,3,1,1,"Mix","PitBull",1,1
"12547","Adoption",1,"lateday","Saturday","Female",0,1,0,1,"Mix","PitBull",1,1
"12548","Return_to_owner",1,"lateday","Thursday","Female",0,2,1,1,"Mix","PitBull",1,1
"12549","Return_to_owner",0,"midday","Monday","Female",1,0,0,1,"Mix","PitBull",1,1
"12550","Transfer",0,"lateday","Tuesday","Male",1,0,0,1,"Mix","PitBull",1,1
"12551","Euthanasia",1,"lateday","Thursday","Female",1,7,2,1,"Mix","PitBull",1,1
"12552","Adoption",1,"lateday","Wednesday","Female",0,0,0,0,"Multiple","PitBull",1,0
"12553","Transfer",1,"lateday","Monday","Male",0,0,0,1,"Mix","PitBull",1,0
"12554","Euthanasia",1,"midday","Tuesday","Female",1,4,1,1,"Mix","PitBull",1,1
"12555","Adoption",0,"lateday","Tuesday","Male",0,0,0,1,"Mix","PitBull",1,1
"12556","Transfer",0,"lateday","Monday","Female",1,0,0,1,"Mix","PitBull",1,1
"12557","Return_to_owner",1,"lateday","Friday","Female",1,6,1,1,"Mix","PitBull",1,1
"12558","Return_to_owner",1,"midday","Monday","Female",0,1,0,1,"Mix","PitBull",1,1
"12559","Euthanasia",1,"lateday","Wednesday","Male",0,6,1,1,"Mix","PitBull",1,1
"12560","Adoption",1,"midday","Wednesday","Male",0,2,1,1,"Mix","PitBull",1,1
"12561","Died",1,"midday","Thursday","Female",1,0,0,1,"Mix","PitBull",1,1
"12562","Transfer",0,"lateday","Saturday","Female",1,1,0,1,"Mix","PitBull",1,1
"12563","Adoption",1,"lateday","Saturday","Male",0,2,1,1,"Mix","PitBull",1,1
"12564","Adoption",1,"lateday","Tuesday","Female",0,0,0,1,"Mix","PitBull",1,1
"12565","Adoption",1,"midday","Monday","Female",0,1,0,1,"Mix","PitBull",1,1
"12566","Transfer",1,"midday","Tuesday","Female",0,1,0,1,"Mix","PitBull",1,1
"12567","Return_to_owner",1,"lateday","Wednesday","Male",0,1,0,1,"Mix","PitBull",1,1
"12568","Euthanasia",1,"midday","Friday","Male",1,11,2,1,"Mix","PitBull",1,1
"12569","Adoption",1,"lateday","Sunday","Male",0,7,2,1,"Mix","PitBull",1,1
"12570","Transfer",1,"lateday","Friday","Female",1,1,0,1,"Mix","PitBull",1,1
"12571","Return_to_owner",1,"midday","Wednesday","Female",0,1,0,1,"Mix","PitBull",1,1
"12572","Euthanasia",0,"lateday","Friday","Male",0,2,1,0,"Multiple","PitBull",1,0
"12573","Euthanasia",1,"lateday","Saturday","Male",1,4,1,1,"Mix","PitBull",1,1
"12574","Euthanasia",1,"lateday","Friday","Female",0,3,1,1,"Mix","PitBull",1,1
"12575","Euthanasia",1,"midday","Thursday","Male",0,2,1,1,"Mix","PitBull",1,1
"12576","Transfer",1,"lateday","Friday","Female",0,2,1,1,"Mix","PitBull",1,1
"12577","Euthanasia",1,"midday","Friday","Male",0,7,2,1,"Mix","PitBull",1,1
"12578","Transfer",1,"lateday","Thursday","Male",1,2,1,1,"Mix","PitBull",1,1
"12579","Transfer",1,"lateday","Sunday","Female",0,0,0,1,"Mix","PitBull",1,1
"12580","Euthanasia",1,"lateday","Friday","Male",1,4,1,1,"Mix","PitBull",1,1
"12581","Transfer",1,"lateday","Saturday","Male",1,3,1,1,"Mix","PitBull",1,0
"12582","Transfer",1,"midday","Sunday","Male",0,7,2,1,"Mix","PitBull",1,1
"12583","Return_to_owner",1,"lateday","Saturday","Female",0,5,1,1,"Mix","PitBull",1,1
"12584","Transfer",1,"midday","Wednesday","Female",0,2,1,1,"Mix","PitBull",1,1
"12585","Euthanasia",1,"lateday","Friday","Male",1,6,1,1,"Mix","PitBull",1,1
"12586","Transfer",1,"lateday","Thursday","Male",0,1,0,1,"Mix","PitBull",1,1
"12587","Adoption",1,"midday","Saturday","Female",0,2,1,1,"Mix","PitBull",1,1
"12588","Transfer",0,"lateday","Wednesday","Female",1,0,0,1,"Mix","PitBull",1,1
"12589","Transfer",1,"lateday","Saturday","Male",0,6,1,1,"Mix","PitBull",1,0
"12590","Adoption",1,"lateday","Saturday","Female",0,2,1,1,"Mix","PitBull",1,0
"12591","Euthanasia",1,"midday","Monday","Female",1,6,1,1,"Mix","PitBull",1,1
"12592","Transfer",1,"midday","Monday","Male",0,0,0,1,"Mix","PitBull",1,1
"12593","Adoption",1,"midday","Saturday","Female",0,5,1,1,"Mix","PitBull",1,1
"12594","Euthanasia",1,"morning","Thursday","Male",0,4,1,1,"Mix","PitBull",1,1
"12595","Return_to_owner",1,"lateday","Friday","Female",0,1,0,1,"Mix","PitBull",1,1
"12596","Adoption",0,"lateday","Tuesday","Male",0,2,1,1,"Mix","PitBull",1,0
"12597","Return_to_owner",0,"lateday","Thursday","Female",1,0,0,1,"Mix","PitBull",1,1
"12598","Adoption",1,"midday","Friday","Female",0,1,0,1,"Mix","PitBull",1,1
"12599","Euthanasia",1,"midday","Thursday","Male",1,6,1,1,"Mix","PitBull",1,1
"12600","Transfer",1,"midday","Tuesday","Male",1,1,0,1,"Mix","PitBull",1,1
"12601","Transfer",1,"midday","Tuesday","Male",1,1,0,0,"Multiple","PitBull",1,1
"12602","Transfer",1,"midday","Saturday","Male",1,0,0,1,"Mix","PitBull",1,0
"12603","Adoption",1,"lateday","Sunday","Male",0,2,1,1,"Mix","PitBull",1,1
"12604","Return_to_owner",1,"midday","Wednesday","Male",0,2,1,1,"Mix","PitBull",1,1
"12605","Return_to_owner",1,"lateday","Wednesday","Male",0,3,1,1,"Mix","PitBull",1,1
"12606","Transfer",0,"midday","Thursday","Male",1,0,0,1,"Mix","PitBull",1,1
"12607","Return_to_owner",1,"midday","Monday","Female",0,1,0,1,"Mix","PitBull",1,1
"12608","Transfer",1,"midday","Friday","Male",1,1,0,1,"Mix","PitBull",1,1
"12609","Return_to_owner",1,"midday","Saturday","Male",1,2,1,1,"Mix","PitBull",1,1
"12610","Transfer",1,"midday","Monday","Female",0,9,2,1,"Mix","PitBull",1,1
"12611","Return_to_owner",1,"midday","Tuesday","Male",1,2,1,1,"Mix","PitBull",1,1
"12612","Euthanasia",1,"midday","Monday","Male",1,1,0,1,"Mix","PitBull",1,1
"12613","Euthanasia",1,"midday","Thursday","Female",0,1,0,1,"Mix","PitBull",1,1
"12614","Adoption",1,"lateday","Friday","Male",0,1,0,1,"Mix","PitBull",1,1
"12615","Adoption",1,"lateday","Tuesday","Male",0,0,0,1,"Mix","PitBull",1,1
"12616","Adoption",1,"lateday","Monday","Female",0,1,0,1,"Mix","PitBull",1,1
"12617","Return_to_owner",1,"lateday","Friday","Male",0,1,0,0,"Multiple","PitBull",1,1
"12618","Return_to_owner",1,"midday","Monday","Male",0,8,2,1,"Mix","PitBull",1,0
"12619","Euthanasia",1,"midday","Saturday","Male",1,3,1,1,"Mix","PitBull",1,0
"12620","Adoption",1,"lateday","Tuesday","Female",0,2,1,1,"Mix","PitBull",1,1
"12621","Adoption",1,"lateday","Friday","Female",0,1,0,1,"Mix","PitBull",1,1
"12622","Transfer",1,"midday","Sunday","Male",1,1,0,1,"Mix","PitBull",1,1
"12623","Return_to_owner",1,"lateday","Monday","Female",1,1,0,1,"Mix","PitBull",1,1
"12624","Adoption",1,"lateday","Friday","Male",1,1,0,1,"Mix","PitBull",1,0
"12625","Euthanasia",1,"midday","Thursday","Female",0,2,1,1,"Mix","PitBull",1,1
"12626","Transfer",1,"midday","Wednesday","Female",0,3,1,1,"Mix","PitBull",1,1
"12627","Return_to_owner",1,"midday","Thursday","Female",0,2,1,1,"Mix","PitBull",1,0
"12628","Adoption",1,"lateday","Wednesday","Male",0,1,0,1,"Mix","PitBull",1,1
"12629","Transfer",1,"lateday","Monday","Male",0,0,0,1,"Mix","PitBull",1,1
"12630","Return_to_owner",1,"lateday","Monday","Female",0,3,1,1,"Mix","PitBull",1,1
"12631","Return_to_owner",1,"midday","Monday","Female",0,5,1,1,"Mix","PitBull",1,1
"12632","Adoption",1,"midday","Wednesday","Female",0,3,1,1,"Mix","PitBull",1,1
"12633","Adoption",1,"midday","Friday","Female",0,2,1,1,"Mix","PitBull",1,1
"12634","Adoption",1,"lateday","Monday","Female",0,1,0,1,"Mix","PitBull",1,1
"12635","Transfer",1,"lateday","Wednesday","Male",0,2,1,1,"Mix","PitBull",1,1
"12636","Transfer",0,"midday","Friday","Female",1,0,0,1,"Mix","PitBull",1,1
"12637","Transfer",1,"midday","Friday","Male",0,3,1,1,"Mix","PitBull",1,1
"12638","Transfer",1,"midday","Thursday","Male",0,1,0,1,"Mix","PitBull",1,0
"12639","Adoption",0,"midday","Sunday","Male",0,0,0,1,"Mix","PitBull",1,1
"12640","Transfer",1,"night","Wednesday","Male",0,2,1,1,"Mix","PitBull",1,1
"12641","Adoption",1,"lateday","Saturday","Male",0,2,1,1,"Mix","PitBull",1,1
"12642","Return_to_owner",0,"lateday","Saturday","Female",1,1,0,1,"Mix","PitBull",1,1
"12643","Return_to_owner",1,"lateday","Wednesday","Female",0,2,1,1,"Mix","PitBull",1,1
"12644","Transfer",1,"midday","Sunday","Female",0,2,1,1,"Mix","PitBull",1,1
"12645","Transfer",1,"lateday","Monday","Male",0,4,1,1,"Mix","PitBull",1,1
"12646","Return_to_owner",1,"lateday","Thursday","Female",0,1,0,1,"Mix","PitBull",1,1
"12647","Return_to_owner",1,"lateday","Friday","Male",1,2,1,1,"Mix","PitBull",1,1
"12648","Transfer",0,"lateday","Wednesday","Male",1,0,0,1,"Mix","PitBull",1,0
"12649","Return_to_owner",1,"midday","Sunday","Female",0,17,2,1,"Mix","PitBull",1,0
"12650","Return_to_owner",1,"lateday","Thursday","Male",0,1,0,0,"Multiple","PitBull",1,1
"12651","Return_to_owner",1,"lateday","Thursday","Female",0,1,0,1,"Mix","PitBull",1,0
"12652","Return_to_owner",1,"lateday","Wednesday","Female",0,0,0,1,"Mix","PitBull",1,1
"12653","Adoption",1,"lateday","Saturday","Male",0,2,1,1,"Mix","PitBull",1,1
"12654","Return_to_owner",0,"midday","Saturday","Male",1,0,0,1,"Mix","PitBull",1,1
"12655","Adoption",1,"lateday","Monday","Male",0,1,0,1,"Mix","PitBull",1,1
"12656","Euthanasia",0,"midday","Monday","Male",1,3,1,1,"Mix","PitBull",1,1
"12657","Return_to_owner",1,"midday","Monday","Male",0,2,1,1,"Mix","PitBull",1,1
"12658","Return_to_owner",1,"lateday","Tuesday","Male",0,1,0,1,"Mix","PitBull",1,1
"12659","Return_to_owner",1,"midday","Friday","Male",0,2,1,1,"Mix","PitBull",1,0
"12660","Euthanasia",0,"midday","Monday","Female",1,1,0,0,"Multiple","PitBull",1,1
"12661","Return_to_owner",1,"lateday","Wednesday","Male",0,2,1,1,"Mix","PitBull",1,0
"12662","Adoption",1,"midday","Sunday","Female",0,3,1,1,"Mix","PitBull",1,1
"12663","Return_to_owner",1,"lateday","Tuesday","Male",0,6,1,1,"Mix","PitBull",1,1
"12664","Return_to_owner",1,"lateday","Saturday","Male",0,2,1,1,"Mix","PitBull",1,1
"12665","Euthanasia",0,"midday","Friday","Male",1,3,1,1,"Mix","PitBull",1,1
"12666","Euthanasia",1,"morning","Thursday","Female",0,4,1,1,"Mix","PitBull",1,1
"12667","Adoption",0,"midday","Saturday","Male",0,1,0,1,"Mix","PitBull",1,1
"12668","Transfer",1,"midday","Friday","Male",0,2,1,1,"Mix","PitBull",1,1
"12669","Adoption",1,"lateday","Thursday","Female",0,0,0,0,"Multiple","PitBull",1,1
"12670","Return_to_owner",1,"morning","Sunday","Female",0,6,1,1,"Mix","PitBull",1,0
"12671","Adoption",1,"midday","Thursday","Female",0,2,1,1,"Mix","PitBull",1,1
"12672","Adoption",1,"morning","Thursday","Female",0,2,1,0,"Multiple","PitBull",1,0
"12673","Transfer",1,"lateday","Sunday","Male",0,1,0,1,"Mix","PitBull",1,0
"12674","Transfer",1,"midday","Tuesday","Female",1,3,1,1,"Mix","PitBull",1,1
"12675","Euthanasia",1,"midday","Saturday","Male",0,4,1,1,"Mix","PitBull",1,1
"12676","Return_to_owner",1,"midday","Thursday","Male",0,2,1,1,"Mix","PitBull",1,1
"12677","Transfer",1,"lateday","Friday","Male",0,3,1,1,"Mix","PitBull",1,1
"12678","Euthanasia",0,"lateday","Sunday","Female",1,0,0,1,"Mix","PitBull",1,1
"12679","Return_to_owner",1,"lateday","Thursday","Female",1,1,0,1,"Mix","PitBull",1,1
"12680","Transfer",1,"midday","Tuesday","Male",0,2,1,1,"Mix","PitBull",1,1
"12681","Transfer",1,"midday","Thursday","Male",0,1,0,1,"Mix","PitBull",1,0
"12682","Return_to_owner",1,"midday","Friday","Male",1,2,1,1,"Mix","PitBull",1,1
"12683","Transfer",1,"midday","Monday","Female",0,5,1,1,"Mix","PitBull",1,1
"12684","Return_to_owner",1,"midday","Saturday","Female",0,2,1,1,"Mix","PitBull",1,1
"12685","Transfer",0,"midday","Thursday","Male",1,10,2,1,"Mix","PitBull",1,1
"12686","Return_to_owner",1,"lateday","Tuesday","Female",0,6,1,1,"Mix","PitBull",1,1
"12687","Adoption",1,"midday","Saturday","Female",0,2,1,1,"Mix","PitBull",1,1
"12688","Return_to_owner",1,"lateday","Wednesday","Female",0,4,1,1,"Mix","PitBull",1,1
"12689","Adoption",1,"midday","Sunday","Female",0,2,1,1,"Mix","PitBull",1,0
"12690","Adoption",1,"lateday","Monday","Female",0,1,0,1,"Mix","PitBull",1,1
"12691","Return_to_owner",1,"lateday","Thursday","Male",1,2,1,1,"Mix","PitBull",1,1
"12692","Adoption",1,"midday","Monday","Male",0,2,1,1,"Mix","PitBull",1,1
"12693","Return_to_owner",1,"midday","Tuesday","Male",1,5,1,1,"Mix","PitBull",1,1
"12694","Transfer",1,"midday","Wednesday","Male",1,2,1,1,"Mix","PitBull",1,1
"12695","Return_to_owner",1,"lateday","Friday","Female",0,5,1,1,"Mix","PitBull",1,1
"12696","Euthanasia",1,"lateday","Wednesday","Male",0,2,1,1,"Mix","PitBull",1,1
"12697","Transfer",1,"lateday","Friday","Male",0,1,0,1,"Mix","PitBull",1,1
"12698","Died",1,"lateday","Wednesday","Male",0,2,1,1,"Mix","PitBull",1,1
"12699","Adoption",1,"midday","Monday","Female",0,9,2,0,"Simple","PitBull",1,1
"12700","Return_to_owner",1,"midday","Saturday","Male",0,1,0,1,"Mix","PitBull",1,1
"12701","Adoption",1,"lateday","Thursday","Male",0,3,1,1,"Mix","PitBull",1,1
"12702","Adoption",1,"midday","Sunday","Male",0,2,1,1,"Mix","PitBull",1,0
"12703","Adoption",0,"lateday","Thursday","Female",0,0,0,1,"Mix","PitBull",1,1
"12704","Adoption",1,"midday","Tuesday","Male",0,3,1,1,"Mix","PitBull",1,1
"12705","Adoption",1,"lateday","Monday","Male",0,1,0,1,"Mix","PitBull",1,1
"12706","Adoption",1,"midday","Tuesday","Male",0,2,1,1,"Mix","PitBull",1,1
"12707","Adoption",1,"lateday","Saturday","Female",0,5,1,1,"Mix","PitBull",1,1
"12708","Transfer",1,"midday","Sunday","Male",1,1,0,1,"Mix","PitBull",1,1
"12709","Return_to_owner",1,"lateday","Tuesday","Male",0,1,0,1,"Mix","PitBull",1,1
"12710","Euthanasia",1,"lateday","Wednesday","Male",0,4,1,1,"Mix","PitBull",1,1
"12711","Adoption",1,"lateday","Saturday","Female",0,3,1,1,"Mix","PitBull",1,1
"12712","Adoption",1,"midday","Thursday","Female",0,1,0,1,"Mix","PitBull",1,1
"12713","Adoption",1,"lateday","Sunday","Male",0,7,2,1,"Mix","PitBull",1,1
"12714","Return_to_owner",1,"midday","Thursday","Male",0,6,1,1,"Mix","PitBull",1,1
"12715","Transfer",1,"lateday","Friday","Male",0,2,1,1,"Mix","PitBull",1,0
"12716","Died",0,"lateday","Friday","Female",1,0,0,0,"Multiple","PitBull",1,0
"12717","Return_to_owner",1,"midday","Friday","Male",0,9,2,0,"Multiple","PitBull",1,1
"12718","Adoption",1,"midday","Monday","Female",0,1,0,1,"Mix","PitBull",1,0
"12719","Return_to_owner",1,"lateday","Saturday","Male",0,1,0,1,"Mix","PitBull",1,1
"12720","Euthanasia",1,"midday","Sunday","Male",1,2,1,1,"Mix","PitBull",1,1
"12721","Transfer",1,"lateday","Friday","Male",0,3,1,1,"Mix","PitBull",1,0
"12722","Adoption",1,"lateday","Wednesday","Male",0,0,0,1,"Mix","PitBull",1,1
"12723","Euthanasia",0,"lateday","Thursday","Female",1,3,1,1,"Mix","PitBull",1,1
"12724","Transfer",0,"midday","Friday","Female",1,8,2,1,"Mix","PitBull",1,1
"12725","Return_to_owner",1,"midday","Tuesday","Male",1,2,1,1,"Mix","PitBull",1,0
"12726","Return_to_owner",1,"midday","Saturday","Male",0,2,1,1,"Mix","PitBull",1,1
"12728","Adoption",1,"lateday","Saturday","Female",0,1,0,1,"Mix","PitBull",1,1
"12729","Euthanasia",1,"midday","Wednesday","Male",1,1,0,1,"Mix","PitBull",1,1
"12730","Adoption",1,"midday","Saturday","Female",0,0,0,1,"Mix","PitBull",1,1
"12731","Euthanasia",0,"lateday","Wednesday","Female",1,1,0,1,"Mix","PitBull",1,1
"12732","Euthanasia",0,"lateday","Wednesday","Female",1,0,0,1,"Mix","PitBull",1,1
"12733","Return_to_owner",1,"midday","Saturday","Female",0,3,1,1,"Mix","PitBull",1,0
"12734","Adoption",1,"midday","Tuesday","Female",0,0,0,1,"Mix","PitBull",1,1
"12735","Transfer",1,"lateday","Monday","Male",0,2,1,1,"Mix","PitBull",1,1
"12736","Return_to_owner",1,"lateday","Monday","Female",0,2,1,1,"Mix","PitBull",1,1
"12737","Transfer",1,"night","Tuesday","Male",0,0,0,1,"Mix","PitBull",1,1
"12738","Transfer",1,"lateday","Saturday","Female",1,1,0,1,"Mix","PitBull",1,1
"12739","Return_to_owner",0,"midday","Wednesday","Male",0,3,1,1,"Mix","PitBull",1,1
"12740","Return_to_owner",1,"lateday","Thursday","Male",0,2,1,1,"Mix","PitBull",1,1
