AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
7196,Jezzabelle,1/5/14 15:53,NA,NA,Dog,Spayed Female,6 years,Labrador Retriever Mix,Black/White
7197,NA,6/30/14 18:00,NA,NA,Dog,Spayed Female,1 month,Labrador Retriever/German Shepherd,Black
7198,Jill,6/25/14 18:41,NA,NA,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
7199,Marley,7/31/14 17:37,NA,NA,Dog,Spayed Female,4 months,Labrador Retriever Mix,Black
7200,NA,12/30/13 12:29,NA,NA,Dog,Neutered Male,2 months,Jack Russell Terrier Mix,Sable/White
7201,Molly,11/11/13 18:33,NA,NA,Dog,Spayed Female,10 years,Labrador Retriever Mix,Brown/Black
7202,Lili,2/20/15 0:00,NA,NA,Dog,Spayed Female,14 years,Rat Terrier Mix,Tricolor
7203,Jessamine,12/8/15 11:44,NA,NA,Cat,Intact Female,4 months,Domestic Shorthair Mix,Black/White
7204,Duncan,1/22/16 13:31,NA,NA,Dog,Neutered Male,2 years,American Bulldog Mix,White/Red
7205,Oliver,6/16/15 8:50,NA,NA,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby
7206,Peyton,5/10/15 18:49,NA,NA,Dog,Spayed Female,5 months,Border Collie Mix,Black/White
7207,Bea,4/26/14 18:46,NA,NA,Dog,Spayed Female,7 years,Yorkshire Terrier/Border Terrier,Black/Tan
7208,Cocoa,7/18/15 18:30,NA,NA,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby
7209,Naomi,7/5/15 17:33,NA,NA,Dog,Spayed Female,2 years,American Pit Bull Terrier Mix,Tan/White
7210,Tiger,6/20/15 15:15,NA,NA,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby
7211,NA,6/28/15 15:45,NA,NA,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,Tricolor
7212,Hoss,11/4/14 16:41,NA,NA,Dog,Intact Male,4 years,Greater Swiss Mountain Dog,Black/Tricolor
7213,NA,6/1/14 16:54,NA,NA,Dog,Neutered Male,4 months,Catahoula/Irish Wolfhound,Brown Merle
7214,NA,5/16/14 17:25,NA,NA,Dog,Intact Female,2 years,Flat Coat Retriever Mix,Black/White
7215,Sugar,10/25/14 10:54,NA,NA,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue Tabby
7216,NA,3/31/14 15:44,NA,NA,Cat,Intact Female,12 years,Domestic Shorthair Mix,White/Blue
7217,Luke,12/22/13 23:37,NA,NA,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Black
7218,NA,9/21/14 15:25,NA,NA,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Cream Tabby/White
7219,Amelia,6/3/15 18:55,NA,NA,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico/Black
7220,Jessie,11/4/13 23:08,NA,NA,Dog,Intact Female,12 years,Queensland Heeler Mix,White/Brown
7221,Ricardo,12/12/13 15:38,NA,NA,Dog,Neutered Male,3 years,Border Collie Mix,Tan/White
7222,NA,3/25/15 14:33,NA,NA,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby
7223,Sadie,6/29/15 11:58,NA,NA,Dog,Intact Female,8 months,Pit Bull/Plott Hound,Black Brindle/White
7224,Chester,2/8/15 18:32,NA,NA,Dog,Neutered Male,2 months,Rat Terrier/Miniature Poodle,White/Brown
7225,Milo,12/27/13 17:51,NA,NA,Cat,Neutered Male,4 months,Siamese,Seal Point
7226,Rhiannon,12/24/15 15:06,NA,NA,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black
7227,Regis,8/4/15 15:51,NA,NA,Dog,Intact Male,1 year,Black Mouth Cur Mix,Fawn/White
7228,NA,10/26/15 9:00,NA,NA,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby/White
7229,Bruce Lee,7/12/14 15:10,NA,NA,Dog,Intact Male,7 years,Labrador Retriever/Boxer,Black/White
7230,Ashley 2,6/24/15 11:20,NA,NA,Dog,Intact Female,2 years,Shih Tzu Mix,Gray/White
7231,NA,10/16/15 16:11,NA,NA,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black/White
7232,Teddy,9/7/15 16:31,NA,NA,Dog,Neutered Male,2 years,Miniature Poodle,Tan
7233,Aspen,7/12/14 15:57,NA,NA,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby
7234,Leo,11/5/13 17:40,NA,NA,Dog,Neutered Male,2 years,Pit Bull Mix,Blue
7235,Roxie,10/8/13 18:24,NA,NA,Dog,Spayed Female,5 years,Yorkshire Terrier Mix,Tan
7236,NA,4/30/15 17:33,NA,NA,Dog,Spayed Female,2 months,English Springer Spaniel Mix,White/Buff
7237,Kimmie,2/24/14 10:22,NA,NA,Cat,Spayed Female,13 years,Domestic Medium Hair Mix,Brown Tabby
7238,NA,4/3/14 15:55,NA,NA,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Calico
7239,Lovely,12/8/15 9:09,NA,NA,Dog,Spayed Female,13 years,German Shepherd Mix,Brown
7240,Chloe,4/24/15 18:22,NA,NA,Dog,Spayed Female,10 years,Beagle/Cocker Spaniel,Tan/White
7241,Princess,7/25/15 13:11,NA,NA,Dog,Spayed Female,5 years,Pit Bull Mix,Blue/White
7242,Soto,2/19/15 19:04,NA,NA,Dog,Neutered Male,1 year,Labrador Retriever Mix,Brown/White
7243,Mary,12/7/13 14:57,NA,NA,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue Tabby
7244,Delilah,8/1/14 17:59,NA,NA,Dog,Spayed Female,5 years,Pomeranian Mix,White/Black
7245,Fanchon,8/26/15 13:15,NA,NA,Cat,Intact Female,2 months,Domestic Shorthair Mix,White/Black
7246,NA,9/23/14 9:00,NA,NA,Cat,Spayed Female,7 months,Domestic Medium Hair Mix,Blue/White
7247,NA,10/1/14 15:13,NA,NA,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby
7248,Crowley,7/6/15 18:58,NA,NA,Dog,Intact Male,1 month,German Shepherd/Boxer,Brown/Black
7249,Trudy,5/30/15 18:10,NA,NA,Dog,Spayed Female,1 year,Miniature Poodle Mix,White
7250,NA,11/28/13 15:13,NA,NA,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Gray Tabby
7251,Waffles,5/24/15 17:36,NA,NA,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Orange Tabby
7252,NA,9/11/15 9:00,NA,NA,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Black/White
7253,Kiara,7/28/15 17:16,NA,NA,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
7254,Chris,12/5/14 13:19,NA,NA,Cat,Unknown,3 months,Domestic Medium Hair Mix,Blue
7255,Coco,2/25/15 17:12,NA,NA,Dog,Neutered Male,2 years,Rottweiler/Labrador Retriever,Brown/Tan
7256,April,2/8/14 15:33,NA,NA,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Black/Tan
7257,NA,7/1/14 10:58,NA,NA,Dog,Spayed Female,2 months,Jack Russell Terrier Mix,White/Brown
7258,NA,9/22/15 15:57,NA,NA,Cat,Intact Female,3 days,Domestic Shorthair Mix,Blue
7259,Garrison,10/12/15 17:29,NA,NA,Dog,Neutered Male,1 year,German Shepherd Mix,Black/Brown
7260,Shades,7/9/14 11:54,NA,NA,Dog,Neutered Male,12 years,Labrador Retriever Mix,Black/White
7261,Big Mack,11/22/13 15:56,NA,NA,Dog,Intact Male,7 years,Labrador Retriever/Pit Bull,Black
7262,NA,3/18/14 19:12,NA,NA,Dog,Neutered Male,2 months,Pug/Beagle,Brown/White
7263,NA,10/19/14 17:11,NA,NA,Dog,Neutered Male,2 months,Queensland Heeler Mix,Black
7264,NA,12/3/13 18:14,NA,NA,Dog,Neutered Male,2 years,Miniature Schnauzer Mix,Black Smoke/White
7265,Cayenne,7/24/15 17:34,NA,NA,Dog,Neutered Male,2 years,Pit Bull Mix,Black/White
7266,NA,7/24/14 15:58,NA,NA,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Brown Tabby
7267,Debo,7/21/14 18:10,NA,NA,Dog,Intact Male,2 months,Rottweiler Mix,Black/Tan
7268,Kate,6/15/14 12:36,NA,NA,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue Tabby
7269,NA,10/31/15 13:48,NA,NA,Dog,Intact Female,1 year,Chihuahua Longhair Mix,Black/White
7270,Chaco,6/9/14 16:32,NA,NA,Dog,Intact Male,2 years,Australian Cattle Dog,Blue Merle/White
7271,Yeti,12/11/13 11:11,NA,NA,Dog,Spayed Female,3 years,Miniature Poodle,White
7272,Rust,8/3/14 16:10,NA,NA,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
7273,Hydia,11/10/13 13:15,NA,NA,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Calico
7274,NA,4/13/15 11:40,NA,NA,Dog,Spayed Female,3 years,Labrador Retriever Mix,Yellow
7275,Cha Cha,12/13/15 11:44,NA,NA,Dog,Spayed Female,11 years,Pekingese Mix,Tan/Black
7276,Bailey,1/19/15 17:00,NA,NA,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan/White
7277,NA,12/18/14 17:28,NA,NA,Dog,Intact Male,6 months,Pit Bull Mix,Brown/White
7278,NA,7/3/15 11:05,NA,NA,Cat,Intact Male,2 days,Domestic Shorthair,Black
7279,Pup Pup,1/3/16 17:45,NA,NA,Dog,Neutered Male,1 year,Shih Tzu Mix,Cream
7280,Janie,8/23/14 13:25,NA,NA,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Tortie
7281,Tux,6/30/15 12:14,NA,NA,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Black/White
7282,Swisher,5/29/15 18:31,NA,NA,Dog,Neutered Male,2 years,Siberian Husky Mix,Sable
7283,Nala,12/20/15 15:36,NA,NA,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Calico
7284,NA,5/31/14 14:50,NA,NA,Cat,Intact Male,2 years,Domestic Shorthair Mix,Blue Tabby/Black
7285,NA,6/1/15 9:00,NA,NA,Cat,Intact Female,1 year,Siamese Mix,Seal Point
7286,NA,7/12/14 19:56,NA,NA,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
7287,NA,5/19/15 11:17,NA,NA,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Blue Tabby
7288,Josie,4/18/15 18:02,NA,NA,Dog,Spayed Female,3 years,Pit Bull Mix,Blue/White
7289,Ivan,6/21/14 16:07,NA,NA,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black
7290,NA,8/14/15 9:00,NA,NA,Cat,Unknown,1 year,Domestic Shorthair Mix,Blue/White
7291,NA,7/12/15 17:33,NA,NA,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Orange Tabby
7292,Daisy,12/19/15 15:00,NA,NA,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
7293,Yuki,7/26/14 18:00,NA,NA,Dog,Spayed Female,1 month,Labrador Retriever/Pit Bull,Black/White
7294,Theloneous,1/7/14 13:11,NA,NA,Dog,Neutered Male,11 years,Flat Coat Retriever Mix,Black
7295,NA,9/21/14 9:00,NA,NA,Cat,Intact Female,1 year,Domestic Shorthair Mix,Calico
7296,Daisy,10/10/13 13:10,NA,NA,Dog,Spayed Female,4 years,Basset Hound/Labrador Retriever,Tricolor
7297,Blanche,8/27/15 18:42,NA,NA,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Tan
7298,Copper,10/26/13 17:41,NA,NA,Dog,Neutered Male,5 years,Bullmastiff Mix,Brown Brindle/White
7299,Osa,11/10/13 14:13,NA,NA,Dog,Spayed Female,2 years,Australian Shepherd Mix,Brown Brindle
7300,Pucky,10/29/15 13:56,NA,NA,Dog,Neutered Male,6 years,Border Terrier Mix,Brown
7301,Ruby,10/12/15 14:11,NA,NA,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,White/Black
7302,Bb,5/8/14 12:31,NA,NA,Dog,Neutered Male,2 years,Siberian Husky/Chinese Sharpei,Chocolate
7303,Bubba,10/24/15 11:53,NA,NA,Dog,Neutered Male,2 years,Boxer/Labrador Retriever,Tan/White
7304,Honey,5/11/14 14:33,NA,NA,Dog,Spayed Female,11 months,Blue Lacy Mix,Blue/White
7305,Bubba Gump,11/29/14 12:40,NA,NA,Dog,Neutered Male,3 years,American Bulldog Mix,Tan/White
7306,Z,5/11/14 18:32,NA,NA,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown/White
7307,Sparrow,8/20/15 7:29,NA,NA,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Brown Tabby
7308,NA,3/1/14 18:43,NA,NA,Dog,Neutered Male,10 months,Pit Bull,Blue/White
7309,Zoey,2/27/14 17:38,NA,NA,Dog,Spayed Female,3 years,Cardigan Welsh Corgi/Chihuahua Shorthair,Tan
7310,Jackson,12/3/13 18:54,NA,NA,Dog,Neutered Male,1 year,Norfolk Terrier Mix,White/Tan
7311,Polly,4/9/14 17:19,NA,NA,Dog,Intact Female,2 months,Chinese Sharpei Mix,White/Black
7312,Laurel,2/12/14 18:34,NA,NA,Cat,Spayed Female,16 years,Siamese Mix,Lynx Point
7313,Napoleon,10/5/15 16:33,NA,NA,Dog,Neutered Male,5 years,Chihuahua Shorthair Mix,Brown/White
7314,Martie,5/27/15 14:19,NA,NA,Dog,Spayed Female,5 months,Labrador Retriever Mix,Black
7315,Kevin,6/17/15 18:47,NA,NA,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
7316,Buddy,10/9/14 15:48,NA,NA,Dog,Intact Male,5 years,Rottweiler/Boxer,Tan
7317,Lili,12/10/15 13:55,NA,NA,Dog,Spayed Female,1 year,Chihuahua Shorthair/Swedish Vallhund,Brown/Black
7318,Gabe,10/18/13 16:34,NA,NA,Dog,Neutered Male,3 years,Pit Bull Mix,Brown
7319,Umpire,12/23/14 16:05,NA,NA,Cat,Neutered Male,8 months,Domestic Shorthair Mix,Orange Tabby
7320,Mona,12/19/13 14:14,NA,NA,Dog,Spayed Female,1 year,Pit Bull Mix,Blue/White
7321,Spike,11/17/15 0:00,NA,NA,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Yellow
7322,Charlie,2/9/15 16:10,NA,NA,Dog,Neutered Male,2 years,Pug/French Bulldog,Tan
7323,NA,1/8/16 18:55,NA,NA,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Black/White
7324,Yogottie,5/23/14 16:41,NA,NA,Dog,Neutered Male,1 year,American Pit Bull Terrier Mix,White/Black
7325,Jimmy,7/17/15 19:00,NA,NA,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Brown
7326,Winnie,1/6/15 18:38,NA,NA,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
7327,Riggins,12/19/15 13:00,NA,NA,Dog,Spayed Female,1 year,Labrador Retriever Mix,Brown/White
7328,Finn,2/16/16 0:00,NA,NA,Dog,Neutered Male,3 years,Pit Bull Mix,Brown Brindle
7329,NA,5/10/14 17:44,NA,NA,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Blue
7330,Daisy,7/10/14 12:51,NA,NA,Dog,Spayed Female,7 years,Jack Russell Terrier Mix,White/Tan
7331,Jasmine,5/27/15 18:22,NA,NA,Dog,Spayed Female,2 years,Pit Bull Mix,Brown Brindle/White
7332,Lucky,3/2/14 11:27,NA,NA,Dog,Intact Male,7 years,Rat Terrier Mix,Tricolor
7333,NA,12/31/13 14:34,NA,NA,Dog,Neutered Male,3 years,Miniature Poodle Mix,White
7334,Duke,12/26/13 17:48,NA,NA,Dog,Neutered Male,1 year,German Shepherd Mix,Tan/Black
7335,NA,9/5/14 15:16,NA,NA,Cat,Unknown,3 days,Domestic Shorthair Mix,Brown Tabby/White
7336,NA,12/17/14 9:00,NA,NA,Cat,Intact Male,3 years,Domestic Longhair Mix,Blue
7337,Paloma,11/6/15 18:48,NA,NA,Dog,Spayed Female,2 years,Great Pyrenees Mix,Cream/White
7338,Nytrox,5/1/15 9:21,NA,NA,Dog,Neutered Male,1 year,Pit Bull/Boxer,Black/White
7339,Alfie,2/11/16 13:04,NA,NA,Cat,Spayed Female,9 years,Domestic Shorthair Mix,Tortie
7340,Boots,1/19/16 21:56,NA,NA,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White
7341,Max,8/13/15 11:13,NA,NA,Dog,Neutered Male,1 year,Boxer Mix,Red/White
7342,Memphis,1/22/16 18:12,NA,NA,Dog,Spayed Female,3 years,Staffordshire/Bulldog,White/Black
7343,NA,6/25/15 13:14,NA,NA,Dog,Intact Female,3 weeks,Chihuahua Shorthair Mix,Chocolate/White
7344,NA,9/5/15 12:12,NA,NA,Cat,Unknown,2 weeks,Siamese Mix,Flame Point
7345,Patron,9/13/14 11:37,NA,NA,Dog,Intact Male,1 year,Pit Bull Mix,White/Brown
7346,NA,8/11/14 9:00,NA,NA,Cat,Intact Male,6 months,Domestic Shorthair Mix,Black
7347,Zeke,8/16/15 13:23,NA,NA,Dog,Neutered Male,2 years,Cairn Terrier Mix,Tan/White
7348,Yoda,4/27/15 17:47,NA,NA,Dog,Neutered Male,6 years,Chihuahua Shorthair Mix,Tan
7349,Kisa,8/6/14 9:51,NA,NA,Dog,Spayed Female,10 months,Pug Mix,Tan
7350,Hart Wilson,8/13/15 18:14,NA,NA,Dog,Spayed Female,1 year,Dalmatian Mix,White/Tan
7351,Hank,3/28/14 16:29,NA,NA,Dog,Neutered Male,2 years,American Staffordshire Terrier Mix,White
7352,Thunderbird,11/19/14 14:06,NA,NA,Dog,Neutered Male,2 years,German Shepherd Mix,Tan/White
7353,Alfie,4/2/14 11:29,NA,NA,Dog,Intact Male,1 year,Chihuahua Shorthair Mix,White
7354,Millard,12/7/13 16:46,NA,NA,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby
7355,Peaches,5/19/15 18:52,NA,NA,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Cream Tabby/White
7356,Desi,12/1/13 16:20,NA,NA,Dog,Spayed Female,1 year,Jack Russell Terrier/Australian Cattle Dog,Tricolor
7357,Jonah,7/21/15 18:14,NA,NA,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Orange Tabby/White
7358,NA,10/25/15 14:00,NA,NA,Dog,Neutered Male,3 years,Black Mouth Cur/Siberian Husky,Sable/Tan
7359,NA,10/1/13 18:33,NA,NA,Cat,Intact Female,1 week,Domestic Shorthair Mix,Tortie
7360,Ink,7/3/14 18:01,NA,NA,Dog,Intact Female,10 years,Toy Poodle Mix,Black
7361,Pep,9/15/14 16:35,NA,NA,Dog,Neutered Male,15 years,Lhasa Apso Mix,Brown/White
7362,Coco,3/9/14 11:34,NA,NA,Dog,Intact Female,3 years,Pit Bull Mix,White/Brown
7363,Felix,7/22/15 19:12,NA,NA,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
7364,Magi,10/21/14 17:21,NA,NA,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Calico
7365,Tabby,10/19/13 17:16,NA,NA,Cat,Spayed Female,5 months,Domestic Shorthair Mix,Torbie
7366,Leon,5/17/14 11:26,NA,NA,Cat,Neutered Male,1 year,Domestic Shorthair,Blue
7367,Hazel,11/24/14 14:08,NA,NA,Dog,Spayed Female,2 years,Boston Terrier/Australian Kelpie,Black/White
7368,Lavender,6/23/15 13:40,NA,NA,Cat,Spayed Female,1 year,Domestic Longhair Mix,Brown Tabby
7369,Mimi,1/26/14 15:09,NA,NA,Cat,Spayed Female,10 months,Domestic Shorthair Mix,Tortie
7370,Rosarita,9/1/15 17:13,NA,NA,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby
7371,NA,6/15/14 17:41,NA,NA,Dog,Intact Male,1 month,Jack Russell Terrier/Labrador Retriever,Chocolate
7372,NA,6/17/14 13:23,NA,NA,Dog,Spayed Female,1 month,German Shepherd Mix,Black/Brown
7373,Sophia,9/26/14 17:17,NA,NA,Dog,Spayed Female,2 years,Pit Bull Mix,White/Brown
7374,Josie,11/14/14 11:32,NA,NA,Dog,Spayed Female,15 years,Jack Russell Terrier Mix,White/Brown
7375,NA,9/16/14 13:51,NA,NA,Cat,Neutered Male,2 years,Domestic Shorthair Mix,Blue Tabby
7376,Guppy,12/11/15 10:39,NA,NA,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
7377,NA,8/23/14 16:37,NA,NA,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
7378,Stevie,12/8/13 14:54,NA,NA,Dog,Neutered Male,7 years,Labrador Retriever/Basset Hound,White
7379,Denham,11/1/15 18:06,NA,NA,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby
7380,Oso,6/9/15 19:12,NA,NA,Dog,Neutered Male,6 years,Labrador Retriever Mix,Black Brindle
7381,Ruby,5/7/14 14:22,NA,NA,Cat,Neutered Male,3 years,Domestic Longhair Mix,Black
7382,Mesa,12/1/13 15:09,NA,NA,Dog,Spayed Female,9 months,Australian Shepherd/Greyhound,Brown Merle
7383,Weiser,10/11/14 17:58,NA,NA,Cat,Neutered Male,20 years,Domestic Medium Hair Mix,Blue
7384,Golio,9/7/14 16:27,NA,NA,Dog,Neutered Male,10 years,Labrador Retriever/Shiba Inu,Brown
7385,Balthazar,7/22/15 17:42,NA,NA,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue Tabby
7386,Jason,11/27/13 18:27,NA,NA,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Cream Tabby/White
7387,NA,1/19/14 16:06,NA,NA,Cat,Intact Female,2 years,Domestic Shorthair Mix,Orange Tabby
7388,Faith,5/9/15 11:15,NA,NA,Dog,Spayed Female,12 years,Greyhound,Tan/White
7389,Daisy,2/20/15 12:24,NA,NA,Dog,Unknown,13 years,German Shepherd Mix,Brown/Black
7390,Tucker,2/3/14 17:40,NA,NA,Dog,Neutered Male,5 years,Beagle Mix,Tricolor
7391,NA,12/26/13 14:02,NA,NA,Cat,Intact Female,1 month,Domestic Longhair Mix,Black
7392,NA,11/8/15 18:57,NA,NA,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
7393,NA,9/4/15 14:12,NA,NA,Dog,Spayed Female,2 months,Labrador Retriever Mix,Chocolate/White
7394,Red,3/15/14 7:47,NA,NA,Dog,Neutered Male,2 months,Maltese,White
7395,Lulu,11/1/15 12:34,NA,NA,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Calico
7396,NA,5/5/15 11:45,NA,NA,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black Tabby
7397,Buster,11/30/13 14:45,NA,NA,Dog,Neutered Male,1 year,German Shepherd Mix,Sable/White
7398,Sadie,7/19/14 14:34,NA,NA,Dog,Spayed Female,7 months,Labrador Retriever Mix,Black/White
7399,Chopper,8/9/15 16:46,NA,NA,Dog,Neutered Male,7 years,Pug,Fawn
7400,Franziska,4/16/14 12:50,NA,NA,Dog,Spayed Female,2 years,German Shepherd Mix,Red
7401,Nigel,8/1/15 12:02,NA,NA,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Brown Tabby
7402,Chop,9/1/14 14:36,NA,NA,Dog,Intact Male,9 months,Australian Cattle Dog Mix,Black/White
7403,Puzzles,7/30/14 17:04,NA,NA,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Tan
7404,Tank,12/14/13 15:46,NA,NA,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,White
7405,Latte,12/29/13 13:15,NA,NA,Dog,Spayed Female,7 years,Staffordshire Mix,Chocolate/White
7406,NA,8/8/14 12:39,NA,NA,Dog,Spayed Female,2 months,Pointer/Jack Russell Terrier,White/Brown
7407,NA,7/25/15 12:53,NA,NA,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White
7408,Nuckles,2/14/16 17:16,NA,NA,Dog,Neutered Male,5 years,Beagle Mix,Red
7409,Sugar Bear,2/26/15 14:44,NA,NA,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,White/Black
7410,NA,9/26/15 19:12,NA,NA,Dog,Intact Female,1 weeks,Shih Tzu Mix,White/Brown
7411,Lola,2/5/16 14:52,NA,NA,Dog,Intact Female,1 year,Yorkshire Terrier Mix,Black/Cream
7412,Judd,9/19/15 11:34,NA,NA,Dog,Neutered Male,6 years,Beagle Mix,Tricolor
7413,Rupert,4/8/15 14:59,NA,NA,Dog,Intact Male,6 months,Labrador Retriever Mix,Black/White
7414,Buttons,12/17/14 12:07,NA,NA,Dog,Neutered Male,10 years,Chihuahua Shorthair Mix,Chocolate/Tan
7415,NA,12/19/13 17:50,NA,NA,Dog,Spayed Female,9 months,Labrador Retriever/Australian Cattle Dog,Brown/White
7416,Sanford,7/12/15 12:25,NA,NA,Dog,Neutered Male,1 year,Boxer Mix,Black/White
7417,Giselle,2/13/14 16:44,NA,NA,Dog,Spayed Female,2 years,Dachshund Mix,Tan/White
7418,Harrison,8/19/14 13:29,NA,NA,Dog,Neutered Male,5 years,American Bulldog Mix,Brown Brindle/White
7419,NA,7/12/15 9:00,NA,NA,Cat,Intact Female,3 months,Domestic Shorthair,Orange Tabby/White
7420,Lucky,12/14/13 18:07,NA,NA,Dog,Neutered Male,1 year,Yorkshire Terrier Mix,Black/Tan
7421,Frank,4/12/14 14:51,NA,NA,Dog,Intact Male,4 years,Pit Bull Mix,Brown/White
7422,NA,8/30/14 9:00,NA,NA,Cat,Intact Female,11 months,Domestic Shorthair Mix,Black/White
7423,Peanut Butte,1/13/14 18:47,NA,NA,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Brown
7424,Sugar,7/11/14 12:29,NA,NA,Dog,Intact Female,2 years,Shih Tzu,Buff/Gray
7425,Dixie,11/26/14 15:00,NA,NA,Dog,Spayed Female,1 year,Rottweiler Mix,Black/Tan
7426,Karen,6/22/14 13:57,NA,NA,Cat,Spayed Female,2 months,Domestic Medium Hair Mix,Brown Tabby/White
7427,Riggs,2/23/15 19:12,NA,NA,Dog,Neutered Male,1 year,American Pit Bull Terrier Mix,White/Black
7428,Yula,5/31/14 18:32,NA,NA,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,White/Tan
7429,Bootsy,10/30/14 9:59,NA,NA,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Blue/White
7430,Benny,2/15/15 9:34,NA,NA,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Chocolate/White
7431,NA,6/4/14 17:44,NA,NA,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Blue Tabby
7432,Bobbi Joe,10/22/13 17:52,NA,NA,Cat,Intact Female,6 months,Domestic Shorthair Mix,Brown Tabby
7433,NA,10/3/15 9:00,NA,NA,Cat,Intact Male,3 years,Domestic Shorthair Mix,Brown Tabby/White
7434,Ruby,8/6/14 15:52,NA,NA,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White
7435,NA,9/10/15 11:35,NA,NA,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black
7436,NA,11/12/13 18:29,NA,NA,Cat,Spayed Female,2 months,Siamese Mix,Seal Point
7437,NA,11/14/14 9:15,NA,NA,Cat,Intact Male,3 weeks,Domestic Medium Hair Mix,Orange Tabby
7438,NA,9/6/15 16:37,NA,NA,Cat,Unknown,6 days,Domestic Shorthair Mix,Brown Tabby
7439,Patty,11/3/13 18:45,NA,NA,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Black/White
7440,Zarina,8/1/14 11:31,NA,NA,Cat,Intact Female,1 month,Domestic Shorthair Mix,Calico
